Area Type, Area, Area Name,SOC_CODE, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
10,6,Mohawk Valley Region,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",90,"$44,060 ","$46,300 ","$30,560 ","$50,810 "
10,7,New York City Region,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",850,"$30,720 ","$26,530 ","$21,840 ","$35,300 "
10,8,North Country Region,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",20,"$33,700 ","$34,090 ","$27,270 ","$36,910 "
10,9,Southern Tier Region,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",130,"$33,970 ","$32,600 ","$21,870 ","$40,010 "
10,10,Western New York Region,43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",210,"$25,480 ","$20,180 ","$20,180 ","$28,400 "
10,1,Capital Region,43-6011,Executive Secretaries and Executive Administrative Assistants,4080,"$61,010 ","$59,580 ","$41,950 ","$70,540 "
10,2,Central New York Region,43-6011,Executive Secretaries and Executive Administrative Assistants,1550,"$56,000 ","$56,050 ","$38,320 ","$64,850 "
10,3,Finger Lakes Region,43-6011,Executive Secretaries and Executive Administrative Assistants,2660,"$58,770 ","$58,770 ","$41,470 ","$67,420 "
10,4,Hudson Valley Region,43-6011,Executive Secretaries and Executive Administrative Assistants,7320,"$71,940 ","$71,370 ","$52,590 ","$81,610 "
10,5,Long Island Region,43-6011,Executive Secretaries and Executive Administrative Assistants,9620,"$71,010 ","$70,540 ","$53,250 ","$79,890 "
10,6,Mohawk Valley Region,43-6011,Executive Secretaries and Executive Administrative Assistants,740,"$53,700 ","$51,180 ","$35,920 ","$62,580 "
10,7,New York City Region,43-6011,Executive Secretaries and Executive Administrative Assistants,51870,"$75,520 ","$74,700 ","$55,080 ","$85,740 "
10,8,North Country Region,43-6011,Executive Secretaries and Executive Administrative Assistants,400,"$56,260 ","$56,020 ","$38,540 ","$65,120 "
10,9,Southern Tier Region,43-6011,Executive Secretaries and Executive Administrative Assistants,1090,"$57,860 ","$57,790 ","$37,870 ","$67,860 "
10,10,Western New York Region,43-6011,Executive Secretaries and Executive Administrative Assistants,2970,"$57,220 ","$56,210 ","$38,920 ","$66,370 "
10,1,Capital Region,43-6012,Legal Secretaries,580,"$50,680 ","$48,580 ","$35,050 ","$58,500 "
10,2,Central New York Region,43-6012,Legal Secretaries,430,"$46,300 ","$41,460 ","$33,990 ","$52,460 "
10,3,Finger Lakes Region,43-6012,Legal Secretaries,680,"$39,250 ","$35,170 ","$24,020 ","$46,870 "
10,4,Hudson Valley Region,43-6012,Legal Secretaries,1010,"$53,040 ","$46,920 ","$34,260 ","$62,420 "
10,5,Long Island Region,43-6012,Legal Secretaries,1900,"$59,520 ","$60,530 ","$43,150 ","$67,700 "
10,6,Mohawk Valley Region,43-6012,Legal Secretaries,n/a,"$47,720 ","$44,400 ","$35,430 ","$53,860 "
10,7,New York City Region,43-6012,Legal Secretaries,8340,"$74,170 ","$74,710 ","$47,980 ","$87,260 "
10,8,North Country Region,43-6012,Legal Secretaries,90,"$43,920 ","$39,820 ","$29,580 ","$51,100 "
10,9,Southern Tier Region,43-6012,Legal Secretaries,150,"$44,920 ","$42,660 ","$33,240 ","$50,760 "
10,10,Western New York Region,43-6012,Legal Secretaries,1130,"$45,540 ","$44,450 ","$34,030 ","$51,300 "
10,1,Capital Region,43-6013,Medical Secretaries,770,"$37,630 ","$36,410 ","$28,780 ","$42,050 "
10,2,Central New York Region,43-6013,Medical Secretaries,850,"$33,060 ","$32,710 ","$27,500 ","$35,840 "
10,3,Finger Lakes Region,43-6013,Medical Secretaries,980,"$33,100 ","$32,990 ","$26,880 ","$36,200 "
10,4,Hudson Valley Region,43-6013,Medical Secretaries,1130,"$40,080 ","$38,230 ","$30,370 ","$44,940 "
10,5,Long Island Region,43-6013,Medical Secretaries,1490,"$44,960 ","$44,780 ","$34,200 ","$50,340 "
10,6,Mohawk Valley Region,43-6013,Medical Secretaries,260,"$30,040 ","$29,390 ","$23,440 ","$33,340 "
10,7,New York City Region,43-6013,Medical Secretaries,4520,"$44,960 ","$45,380 ","$32,490 ","$51,190 "
10,8,North Country Region,43-6013,Medical Secretaries,120,"$31,990 ","$30,240 ","$26,810 ","$34,580 "
10,9,Southern Tier Region,43-6013,Medical Secretaries,190,"$31,580 ","$30,240 ","$23,220 ","$35,750 "
10,10,Western New York Region,43-6013,Medical Secretaries,1370,"$34,190 ","$33,730 ","$26,040 ","$38,260 "
10,1,Capital Region,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",11600,"$39,200 ","$38,380 ","$27,600 ","$45,000 "
10,2,Central New York Region,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6950,"$36,570 ","$36,060 ","$25,580 ","$42,060 "
10,3,Finger Lakes Region,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",13460,"$37,290 ","$36,220 ","$26,650 ","$42,610 "
10,4,Hudson Valley Region,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",21850,"$40,300 ","$39,890 ","$27,790 ","$46,560 "
10,5,Long Island Region,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",31620,"$39,790 ","$39,060 ","$26,500 ","$46,430 "
10,6,Mohawk Valley Region,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3680,"$34,760 ","$34,110 ","$25,020 ","$39,630 "
10,7,New York City Region,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",86170,"$42,620 ","$42,740 ","$28,950 ","$49,460 "
10,8,North Country Region,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",3010,"$35,200 ","$34,140 ","$25,220 ","$40,180 "
10,9,Southern Tier Region,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",6520,"$39,100 ","$38,060 ","$25,610 ","$45,850 "
10,10,Western New York Region,43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",12310,"$35,500 ","$34,200 ","$25,500 ","$40,500 "
10,1,Capital Region,43-9011,Computer Operators,360,"$50,380 ","$49,190 ","$35,620 ","$57,760 "
10,2,Central New York Region,43-9011,Computer Operators,n/a,"$40,730 ","$37,180 ","$32,240 ","$44,980 "
10,3,Finger Lakes Region,43-9011,Computer Operators,260,"$42,420 ","$39,280 ","$31,030 ","$48,120 "
10,4,Hudson Valley Region,43-9011,Computer Operators,620,"$44,020 ","$42,340 ","$29,830 ","$51,120 "
10,5,Long Island Region,43-9011,Computer Operators,670,"$40,170 ","$36,180 ","$21,480 ","$49,520 "
10,6,Mohawk Valley Region,43-9011,Computer Operators,60,"$40,700 ","$40,030 ","$30,540 ","$45,780 "
10,7,New York City Region,43-9011,Computer Operators,1800,"$43,190 ","$42,190 ","$24,570 ","$52,510 "
10,8,North Country Region,43-9011,Computer Operators,20,"$42,030 ","$40,740 ","$31,350 ","$47,360 "
10,9,Southern Tier Region,43-9011,Computer Operators,150,"$35,310 ","$31,580 ","$21,480 ","$42,220 "
10,10,Western New York Region,43-9011,Computer Operators,250,"$46,800 ","$46,580 ","$32,070 ","$54,170 "
10,1,Capital Region,43-9021,Data Entry Keyers,1100,"$30,980 ","$27,660 ","$22,420 ","$35,260 "
10,2,Central New York Region,43-9021,Data Entry Keyers,390,"$29,890 ","$29,160 ","$22,100 ","$33,780 "
10,3,Finger Lakes Region,43-9021,Data Entry Keyers,580,"$32,080 ","$31,170 ","$24,760 ","$35,740 "
10,4,Hudson Valley Region,43-9021,Data Entry Keyers,1110,"$37,130 ","$35,170 ","$24,750 ","$43,320 "
10,5,Long Island Region,43-9021,Data Entry Keyers,2250,"$37,140 ","$35,330 ","$25,160 ","$43,130 "
10,6,Mohawk Valley Region,43-9021,Data Entry Keyers,150,"$35,120 ","$34,820 ","$26,000 ","$39,690 "
10,7,New York City Region,43-9021,Data Entry Keyers,5680,"$36,200 ","$34,570 ","$24,290 ","$42,150 "
10,8,North Country Region,43-9021,Data Entry Keyers,140,"$32,550 ","$31,710 ","$24,010 ","$36,820 "
10,9,Southern Tier Region,43-9021,Data Entry Keyers,310,"$29,240 ","$27,880 ","$21,050 ","$33,330 "
10,10,Western New York Region,43-9021,Data Entry Keyers,770,"$33,080 ","$32,770 ","$25,090 ","$37,070 "
10,1,Capital Region,43-9022,Word Processors and Typists,1740,"$38,380 ","$37,650 ","$30,150 ","$42,500 "
10,2,Central New York Region,43-9022,Word Processors and Typists,960,"$38,120 ","$38,130 ","$28,570 ","$42,890 "
10,3,Finger Lakes Region,43-9022,Word Processors and Typists,1000,"$34,990 ","$34,570 ","$24,500 ","$40,230 "
10,4,Hudson Valley Region,43-9022,Word Processors and Typists,2710,"$47,170 ","$47,730 ","$34,380 ","$53,570 "
10,5,Long Island Region,43-9022,Word Processors and Typists,4050,"$43,480 ","$42,580 ","$30,530 ","$49,950 "
10,6,Mohawk Valley Region,43-9022,Word Processors and Typists,500,"$35,420 ","$34,220 ","$26,640 ","$39,810 "
10,7,New York City Region,43-9022,Word Processors and Typists,1770,"$48,360 ","$42,960 ","$30,830 ","$57,120 "
10,8,North Country Region,43-9022,Word Processors and Typists,570,"$35,930 ","$35,630 ","$28,190 ","$39,800 "
10,9,Southern Tier Region,43-9022,Word Processors and Typists,560,"$34,580 ","$33,640 ","$26,950 ","$38,390 "
10,10,Western New York Region,43-9022,Word Processors and Typists,1780,"$37,820 ","$37,030 ","$28,340 ","$42,560 "
10,1,Capital Region,43-9031,Desktop Publishers,n/a,"$47,180 ","$41,200 ","$33,770 ","$53,890 "
10,2,Central New York Region,43-9031,Desktop Publishers,n/a,"$42,230 ","$38,120 ","$29,130 ","$48,780 "
10,3,Finger Lakes Region,43-9031,Desktop Publishers,n/a,"$41,960 ","$38,540 ","$36,090 ","$44,890 "
10,4,Hudson Valley Region,43-9031,Desktop Publishers,n/a,"$44,280 ","$41,150 ","$30,460 ","$51,190 "
10,5,Long Island Region,43-9031,Desktop Publishers,n/a,"$62,530 ","$59,800 ","$47,170 ","$70,210 "
10,7,New York City Region,43-9031,Desktop Publishers,590,"$59,920 ","$56,190 ","$40,320 ","$69,720 "
10,1,Capital Region,43-9041,Insurance Claims and Policy Processing Clerks,1020,"$44,260 ","$43,190 ","$32,690 ","$50,040 "
10,2,Central New York Region,43-9041,Insurance Claims and Policy Processing Clerks,470,"$46,870 ","$45,520 ","$34,430 ","$53,090 "
10,3,Finger Lakes Region,43-9041,Insurance Claims and Policy Processing Clerks,430,"$44,260 ","$42,730 ","$33,870 ","$49,460 "
10,4,Hudson Valley Region,43-9041,Insurance Claims and Policy Processing Clerks,800,"$52,440 ","$47,590 ","$31,510 ","$62,900 "
10,5,Long Island Region,43-9041,Insurance Claims and Policy Processing Clerks,1900,"$47,530 ","$45,460 ","$35,750 ","$53,410 "
10,6,Mohawk Valley Region,43-9041,Insurance Claims and Policy Processing Clerks,200,"$43,510 ","$43,500 ","$30,440 ","$50,050 "
10,7,New York City Region,43-9041,Insurance Claims and Policy Processing Clerks,4050,"$56,570 ","$54,000 ","$38,510 ","$65,600 "
10,8,North Country Region,43-9041,Insurance Claims and Policy Processing Clerks,n/a,"$32,630 ","$26,090 ","$23,270 ","$37,310 "
10,9,Southern Tier Region,43-9041,Insurance Claims and Policy Processing Clerks,290,"$38,640 ","$35,710 ","$26,570 ","$44,680 "
10,10,Western New York Region,43-9041,Insurance Claims and Policy Processing Clerks,1310,"$39,970 ","$38,300 ","$32,600 ","$43,650 "
10,1,Capital Region,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",570,"$33,620 ","$34,380 ","$23,760 ","$38,540 "
10,2,Central New York Region,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",180,"$34,480 ","$32,800 ","$25,740 ","$38,860 "
10,3,Finger Lakes Region,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",320,"$31,240 ","$30,040 ","$22,340 ","$35,690 "
10,4,Hudson Valley Region,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",500,"$40,870 ","$39,970 ","$29,270 ","$46,670 "
10,5,Long Island Region,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",1420,"$35,170 ","$31,770 ","$21,270 ","$42,120 "
10,6,Mohawk Valley Region,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",110,"$33,380 ","$32,880 ","$25,680 ","$37,230 "
10,7,New York City Region,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",4450,"$35,530 ","$34,040 ","$23,070 ","$41,750 "
10,8,North Country Region,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",110,"$35,670 ","$35,400 ","$27,060 ","$39,980 "
10,9,Southern Tier Region,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",170,"$30,950 ","$31,890 ","$20,180 ","$36,350 "
10,10,Western New York Region,43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",430,"$37,490 ","$35,550 ","$26,870 ","$42,790 "
10,1,Capital Region,43-9061,"Office Clerks, General",12270,"$34,490 ","$33,660 ","$23,960 ","$39,760 "
10,2,Central New York Region,43-9061,"Office Clerks, General",6440,"$31,560 ","$29,190 ","$21,160 ","$36,760 "
10,3,Finger Lakes Region,43-9061,"Office Clerks, General",9380,"$32,320 ","$30,400 ","$21,740 ","$37,600 "
10,4,Hudson Valley Region,43-9061,"Office Clerks, General",18190,"$34,830 ","$31,650 ","$20,980 ","$41,750 "
1,36,New York State,39-3011,Gaming Dealers,1000,"$21,160 ","$20,180 ","$20,180 ","$21,920 "
1,36,New York State,11-3121,Human Resources Managers,10090,"$145,720 ","$126,260 ","$81,410 ","$177,880 "
1,36,New York State,25-1031,"Architecture Teachers, Postsecondary",1010,"$131,050 ","$102,410 ","$51,190 ","$170,980 "
1,36,New York State,51-3011,Bakers,10180,"$28,090 ","$25,860 ","$21,130 ","$31,560 "
1,36,New York State,49-9071,"Maintenance and Repair Workers, General",102190,"$44,570 ","$42,770 ","$27,500 ","$53,110 "
1,36,New York State,17-2112,Industrial Engineers,10290,"$87,570 ","$84,200 ","$59,960 ","$101,380 "
1,36,New York State,51-9198,Helpers--Production Workers,10350,"$27,790 ","$24,980 ","$20,330 ","$31,520 "
1,36,New York State,29-2011,Medical and Clinical Laboratory Technologists,10380,"$68,770 ","$68,650 ","$53,370 ","$76,470 "
1,36,New York State,43-4081,"Hotel, Motel, and Resort Desk Clerks",10380,"$31,890 ","$25,400 ","$21,660 ","$37,010 "
1,36,New York State,15-2041,Statisticians,1040,"$88,720 ","$85,790 ","$58,370 ","$103,890 "
1,36,New York State,33-2011,Firefighters,10490,"$70,720 ","$73,580 ","$54,880 ","$78,640 "
1,36,New York State,17-3019,"Drafters, All Other",1050,"$62,140 ","$57,590 ","$39,360 ","$73,520 "
1,36,New York State,51-2022,Electrical and Electronic Equipment Assemblers,10530,"$34,070 ","$31,020 ","$22,650 ","$39,770 "
1,36,New York State,43-4061,"Eligibility Interviewers, Government Programs",10550,"$48,930 ","$48,240 ","$37,210 ","$54,790 "
1,36,New York State,49-9097,Signal and Track Switch Repairers,1060,"$74,000 ","$75,570 ","$70,870 ","$75,560 "
1,36,New York State,19-2012,Physicists,1070,"$124,580 ","$114,110 ","$63,940 ","$154,910 "
1,36,New York State,29-2021,Dental Hygienists,10750,"$76,760 ","$76,250 ","$56,970 ","$86,650 "
1,36,New York State,43-9041,Insurance Claims and Policy Processing Clerks,10830,"$49,670 ","$46,460 ","$33,990 ","$57,510 "
1,36,New York State,23-0000,Legal Occupations,108310,"$133,190 ","$105,330 ","$53,850 ","$172,860 "
1,36,New York State,13-2011,Accountants and Auditors,108810,"$95,060 ","$82,090 ","$53,310 ","$115,940 "
1,36,New York State,39-9099,"Personal Care and Service Workers, All Other",1090,"$32,940 ","$28,470 ","$21,280 ","$38,770 "
1,36,New York State,43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",10920,"$43,230 ","$41,760 ","$30,330 ","$49,690 "
1,36,New York State,15-1152,Computer Network Support Specialists,10930,"$77,900 ","$71,740 ","$45,380 ","$94,160 "
1,36,New York State,53-7062,"Laborers and Freight, Stock, and Material Movers, Hand",109540,"$31,140 ","$26,890 ","$21,170 ","$36,130 "
1,36,New York State,53-2021,Air Traffic Controllers,1100,"$134,540 ","$146,280 ","$76,530 ","$163,540 "
1,36,New York State,53-1031,First-Line Supervisors of Transportation and Material-Moving Machine and Vehicle Operators,11010,"$70,870 ","$69,090 ","$42,850 ","$84,890 "
1,36,New York State,21-1023,Mental Health and Substance Abuse Social Workers,11040,"$57,130 ","$53,650 ","$39,600 ","$65,900 "
1,36,New York State,47-2132,"Insulation Workers, Mechanical",1110,"$86,200 ","$73,440 ","$34,750 ","$111,920 "
1,36,New York State,49-9094,Locksmiths and Safe Repairers,1110,"$46,650 ","$43,410 ","$29,360 ","$55,290 "
1,36,New York State,49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",11100,"$66,680 ","$69,780 ","$37,510 ","$81,270 "
1,36,New York State,51-6092,Fabric and Apparel Patternmakers,1120,"$66,170 ","$64,040 ","$41,650 ","$78,430 "
1,36,New York State,19-3031,"Clinical, Counseling, and School Psychologists",11230,"$90,660 ","$87,050 ","$56,300 ","$107,830 "
1,36,New York State,13-2072,Loan Officers,11250,"$103,720 ","$81,360 ","$42,990 ","$134,090 "
1,36,New York State,17-0000,Architecture and Engineering Occupations,112570,"$83,940 ","$78,760 ","$51,080 ","$100,370 "
1,36,New York State,17-2071,Electrical Engineers,11270,"$99,820 ","$95,820 ","$66,940 ","$116,260 "
1,36,New York State,33-9032,Security Guards,112750,"$33,840 ","$30,700 ","$20,940 ","$40,290 "
1,36,New York State,43-5081,Stock Clerks and Order Fillers,112890,"$27,400 ","$23,670 ","$20,180 ","$31,020 "
1,36,New York State,17-2041,Chemical Engineers,1130,"$97,860 ","$94,850 ","$67,400 ","$113,090 "
1,36,New York State,17-2141,Mechanical Engineers,11320,"$89,240 ","$84,900 ","$61,800 ","$102,970 "
1,36,New York State,25-2053,"Special Education Teachers, Middle School",11320,"$79,190 ","$75,090 ","$54,050 ","$91,760 "
1,36,New York State,29-1127,Speech-Language Pathologists,11360,"$89,620 ","$80,080 ","$55,480 ","$106,700 "
1,36,New York State,11-9033,"Education Administrators, Postsecondary",11380,"$116,730 ","$100,430 ","$64,310 ","$142,940 "
1,36,New York State,29-1081,Podiatrists,1140,"$149,870 ","$126,630 ","$85,520 ","$182,050 "
1,36,New York State,43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,11400,"$36,750 ","$32,990 ","$22,710 ","$43,770 "
1,36,New York State,43-1011,First-Line Supervisors of Office and Administrative Support Workers,114050,"$68,620 ","$63,450 ","$42,330 ","$81,770 "
1,36,New York State,15-1134,Web Developers,11430,"$81,950 ","$75,140 ","$47,580 ","$99,130 "
1,36,New York State,43-5032,"Dispatchers, Except Police, Fire, and Ambulance",11500,"$48,880 ","$41,250 ","$27,970 ","$59,340 "
1,36,New York State,43-3031,"Bookkeeping, Accounting, and Auditing Clerks",115270,"$44,680 ","$43,020 ","$28,640 ","$52,700 "
1,36,New York State,51-6031,Sewing Machine Operators,11530,"$26,800 ","$22,350 ","$20,180 ","$30,370 "
1,36,New York State,51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",1160,"$50,230 ","$48,570 ","$35,240 ","$57,730 "
1,36,New York State,25-9031,Instructional Coordinators,11650,"$71,440 ","$64,360 ","$45,950 ","$84,180 "
1,36,New York State,43-6013,Medical Secretaries,11720,"$40,180 ","$39,090 ","$28,930 ","$45,810 "
1,36,New York State,25-1121,"Art, Drama, and Music Teachers, Postsecondary",11860,"$113,910 ","$90,730 ","$52,050 ","$144,840 "
1,36,New York State,25-4021,Librarians,11860,"$68,320 ","$64,250 ","$46,030 ","$79,460 "
1,36,New York State,51-9195,"Molders, Shapers, and Casters, Except Metal and Plastic",1190,"$37,040 ","$36,190 ","$25,610 ","$42,750 "
1,36,New York State,53-6099,"Transportation Workers, All Other",1190,"$35,960 ","$28,700 ","$22,400 ","$42,740 "
1,36,New York State,47-2073,Operating Engineers and Other Construction Equipment Operators,11940,"$74,660 ","$65,030 ","$42,550 ","$90,710 "
1,36,New York State,11-9151,Social and Community Service Managers,11960,"$90,200 ","$87,170 ","$60,470 ","$105,060 "
1,36,New York State,29-1071,Physician Assistants,12070,"$108,430 ","$107,780 ","$85,500 ","$119,890 "
1,36,New York State,35-2015,"Cooks, Short Order",12070,"$23,970 ","$20,570 ","$20,180 ","$26,010 "
1,36,New York State,33-1012,First-Line Supervisors of Police and Detectives,12160,"$109,570 ","$106,020 ","$81,670 ","$123,530 "
1,36,New York State,17-2131,Materials Engineers,1220,"$94,440 ","$91,590 ","$61,270 ","$111,030 "
1,36,New York State,17-3025,Environmental Engineering Technicians,1220,"$52,210 ","$50,260 ","$31,070 ","$62,780 "
1,36,New York State,29-1151,Nurse Anesthetists,1230,"$171,400 ","$162,220 ","$142,200 ","$185,990 "
1,36,New York State,29-9091,Athletic Trainers,1240,"$48,050 ","$44,940 ","$32,320 ","$55,920 "
1,36,New York State,51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",1250,"$38,590 ","$38,930 ","$27,020 ","$44,380 "
1,36,New York State,21-1022,Healthcare Social Workers,12540,"$60,850 ","$59,100 ","$41,080 ","$70,730 "
1,36,New York State,17-1011,"Architects, Except Landscape and Naval",12550,"$92,830 ","$82,260 ","$56,230 ","$111,130 "
1,36,New York State,25-9041,Teacher Assistants,125840,"$28,770 ","$26,910 ","$20,660 ","$32,820 "
1,36,New York State,25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",1260,"$95,950 ","$80,050 ","$48,400 ","$119,730 "
1,36,New York State,29-2033,Nuclear Medicine Technologists,1260,"$83,580 ","$81,510 ","$66,820 ","$91,960 "
1,36,New York State,49-3051,Motorboat Mechanics and Service Technicians,1260,"$39,560 ","$38,640 ","$25,860 ","$46,410 "
1,36,New York State,11-9021,Construction Managers,12630,"$123,310 ","$112,420 ","$69,080 ","$150,430 "
1,36,New York State,29-1064,Obstetricians and Gynecologists,1270,"$217,110 ",,"$101,210 ","$275,060 "
1,36,New York State,39-4021,Funeral Attendants,1270,"$27,820 ","$26,680 ","$21,690 ","$30,880 "
1,36,New York State,47-3012,Helpers--Carpenters,1270,"$33,300 ","$31,650 ","$24,300 ","$37,800 "
1,36,New York State,43-9021,Data Entry Keyers,12770,"$35,110 ","$33,270 ","$24,040 ","$40,640 "
1,36,New York State,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1280,"$36,720 ","$33,250 ","$22,780 ","$43,690 "
1,36,New York State,53-2012,Commercial Pilots,1280,"$98,870 ","$82,490 ","$55,180 ","$120,720 "
1,36,New York State,29-2034,Radiologic Technologists and Technicians,12990,"$68,230 ","$67,890 ","$50,060 ","$77,320 "
1,36,New York State,29-1171,Nurse Practitioners,13060,"$115,960 ","$113,360 ","$84,860 ","$131,510 "
1,36,New York State,25-4012,Curators,1310,"$82,090 ","$70,940 ","$46,190 ","$100,040 "
1,36,New York State,25-9099,"Education, Training, and Library Workers, All Other",1310,"$45,540 ","$40,400 ","$23,130 ","$56,740 "
1,36,New York State,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,13150,"$53,430 ","$53,240 ","$34,630 ","$62,820 "
1,36,New York State,39-2021,Nonfarm Animal Caretakers,13220,"$28,080 ","$24,990 ","$20,480 ","$31,870 "
1,36,New York State,51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",1330,"$34,890 ","$31,660 ","$24,920 ","$39,880 "
1,36,New York State,49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,13300,"$53,920 ","$51,930 ","$35,350 ","$63,200 "
1,36,New York State,47-2141,"Painters, Construction and Maintenance",13370,"$51,960 ","$47,240 ","$27,850 ","$64,010 "
1,36,New York State,19-1022,Microbiologists,1340,"$83,550 ","$77,880 ","$48,880 ","$100,880 "
1,36,New York State,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",1350,"$75,010 ","$60,880 ","$38,200 ","$93,420 "
1,36,New York State,39-3092,Costume Attendants,1350,"$71,880 ","$74,410 ","$39,170 ","$88,240 "
1,36,New York State,47-2041,Carpet Installers,1350,"$62,200 ","$49,430 ","$27,570 ","$79,520 "
1,36,New York State,53-6041,Traffic Technicians,1350,"$62,400 ","$69,950 ","$36,650 ","$75,280 "
1,36,New York State,23-2091,Court Reporters,1380,"$89,430 ","$96,660 ","$54,500 ","$106,900 "
1,36,New York State,51-2023,Electromechanical Equipment Assemblers,1390,"$39,640 ","$39,360 ","$28,170 ","$45,380 "
1,36,New York State,53-7021,Crane and Tower Operators,1390,"$103,930 ","$96,590 ","$58,320 ","$126,740 "
1,36,New York State,51-4041,Machinists,13900,"$45,460 ","$44,610 ","$30,490 ","$52,940 "
1,36,New York State,43-9081,Proofreaders and Copy Markers,1400,"$46,720 ","$46,230 ","$33,110 ","$53,520 "
1,36,New York State,49-3043,Rail Car Repairers,1400,"$62,150 ","$64,260 ","$46,710 ","$69,880 "
1,36,New York State,51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1400,"$40,530 ","$39,490 ","$29,900 ","$45,850 "
1,36,New York State,51-9022,"Grinding and Polishing Workers, Hand",1400,"$34,690 ","$30,320 ","$22,220 ","$40,920 "
1,36,New York State,39-5092,Manicurists and Pedicurists,14080,"$21,730 ","$20,180 ","$20,180 ","$22,750 "
1,36,New York State,23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",1410,"$98,740 ","$94,080 ","$78,440 ","$108,890 "
1,36,New York State,47-4071,Septic Tank Servicers and Sewer Pipe Cleaners,1410,"$38,950 ","$37,980 ","$23,310 ","$46,780 "
1,36,New York State,11-9039,"Education Administrators, All Other",1420,"$96,480 ","$85,080 ","$49,920 ","$119,770 "
1,36,New York State,19-3051,Urban and Regional Planners,1430,"$78,110 ","$72,780 ","$51,030 ","$91,640 "
1,36,New York State,43-4111,"Interviewers, Except Eligibility and Loan",14310,"$38,950 ","$39,460 ","$26,800 ","$45,030 "
1,36,New York State,25-1054,"Physics Teachers, Postsecondary",1440,"$115,790 ","$101,640 ","$58,930 ","$144,220 "
1,36,New York State,11-9199,"Managers, All Other",14640,"$124,110 ","$110,130 ","$66,260 ","$153,030 "
1,36,New York State,17-1012,Landscape Architects,1470,"$74,750 ","$70,970 ","$50,430 ","$86,910 "
1,36,New York State,13-1023,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",14750,"$70,510 ","$66,080 ","$46,660 ","$82,440 "
1,36,New York State,29-2041,Emergency Medical Technicians and Paramedics,14750,"$41,670 ","$40,250 ","$27,230 ","$48,900 "
1,36,New York State,17-3012,Electrical and Electronics Drafters,1480,"$72,520 ","$70,300 ","$46,580 ","$85,490 "
1,36,New York State,17-3031,Surveying and Mapping Technicians,1480,"$49,580 ","$45,660 ","$32,120 ","$58,320 "
1,36,New York State,25-1063,"Economics Teachers, Postsecondary",1480,"$120,650 ","$102,740 ","$55,830 ","$153,060 "
1,36,New York State,33-3052,Transit and Railroad Police,1480,"$78,060 ","$77,260 ","$63,810 ","$85,190 "
1,36,New York State,49-3053,Outdoor Power Equipment and Other Small Engine Mechanics,1480,"$35,900 ","$35,320 ","$25,490 ","$41,110 "
1,36,New York State,39-3091,Amusement and Recreation Attendants,14840,"$24,490 ","$21,520 ","$20,180 ","$26,830 "
1,36,New York State,43-6012,Legal Secretaries,14840,"$64,400 ","$63,430 ","$38,440 ","$77,380 "
