,Area Type, Area, Area Name,SOC_CODE, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             ,Rank,Probability,Label,Occupation
641,10,9,Southern Tier Region,15-1133,"Software Developers, Systems Software",580,"$105,230 ","$98,880 ","$66,820 ","$124,430 ",181,0.13,,"Software Developers, Systems Software"
642,10,10,Western New York Region,15-1133,"Software Developers, Systems Software",940,"$87,460 ","$78,600 ","$55,550 ","$103,410 ",181,0.13,,"Software Developers, Systems Software"
643,1,36,New York State,15-1133,"Software Developers, Systems Software",19010,"$113,140 ","$109,170 ","$72,480 ","$133,470 ",181,0.13,,"Software Developers, Systems Software"
644,10,1,Capital Region,15-1141,Database Administrators,530,"$85,000 ","$88,260 ","$59,960 ","$97,520 ",110,0.03,,Database Administrators
645,10,2,Central New York Region,15-1141,Database Administrators,120,"$71,430 ","$63,260 ","$46,520 ","$83,880 ",110,0.03,,Database Administrators
646,10,3,Finger Lakes Region,15-1141,Database Administrators,380,"$81,200 ","$81,470 ","$47,610 ","$98,000 ",110,0.03,,Database Administrators
647,10,4,Hudson Valley Region,15-1141,Database Administrators,590,"$87,980 ","$87,050 ","$56,850 ","$103,540 ",110,0.03,,Database Administrators
648,10,5,Long Island Region,15-1141,Database Administrators,790,"$91,310 ","$90,450 ","$56,080 ","$108,920 ",110,0.03,,Database Administrators
649,10,6,Mohawk Valley Region,15-1141,Database Administrators,70,"$63,670 ","$53,020 ","$39,990 ","$75,510 ",110,0.03,,Database Administrators
650,10,7,New York City Region,15-1141,Database Administrators,3550,"$99,840 ","$94,280 ","$60,500 ","$119,520 ",110,0.03,,Database Administrators
651,10,8,North Country Region,15-1141,Database Administrators,50,"$53,730 ","$55,170 ","$36,960 ","$62,110 ",110,0.03,,Database Administrators
652,10,9,Southern Tier Region,15-1141,Database Administrators,120,"$77,200 ","$74,990 ","$47,930 ","$91,830 ",110,0.03,,Database Administrators
653,10,10,Western New York Region,15-1141,Database Administrators,360,"$78,940 ","$73,170 ","$41,150 ","$97,830 ",110,0.03,,Database Administrators
654,1,36,New York State,15-1141,Database Administrators,6660,"$92,790 ","$89,130 ","$56,000 ","$111,190 ",110,0.03,,Database Administrators
655,10,1,Capital Region,15-1142,Network and Computer Systems Administrators,1610,"$75,720 ","$76,740 ","$50,370 ","$88,390 ",109,0.03,,Network and Computer Systems Administrators
656,10,2,Central New York Region,15-1142,Network and Computer Systems Administrators,730,"$71,050 ","$68,040 ","$46,820 ","$83,160 ",109,0.03,,Network and Computer Systems Administrators
657,10,3,Finger Lakes Region,15-1142,Network and Computer Systems Administrators,1610,"$74,390 ","$71,880 ","$51,210 ","$85,980 ",109,0.03,,Network and Computer Systems Administrators
658,10,4,Hudson Valley Region,15-1142,Network and Computer Systems Administrators,2100,"$91,080 ","$85,440 ","$59,850 ","$106,690 ",109,0.03,,Network and Computer Systems Administrators
659,10,5,Long Island Region,15-1142,Network and Computer Systems Administrators,2860,"$88,230 ","$82,490 ","$61,360 ","$101,670 ",109,0.03,,Network and Computer Systems Administrators
660,10,6,Mohawk Valley Region,15-1142,Network and Computer Systems Administrators,310,"$66,110 ","$62,930 ","$45,750 ","$76,300 ",109,0.03,,Network and Computer Systems Administrators
661,10,7,New York City Region,15-1142,Network and Computer Systems Administrators,12690,"$100,920 ","$95,830 ","$62,940 ","$119,920 ",109,0.03,,Network and Computer Systems Administrators
662,10,8,North Country Region,15-1142,Network and Computer Systems Administrators,210,"$58,020 ","$56,000 ","$36,890 ","$68,590 ",109,0.03,,Network and Computer Systems Administrators
663,10,9,Southern Tier Region,15-1142,Network and Computer Systems Administrators,630,"$81,390 ","$79,060 ","$50,980 ","$96,590 ",109,0.03,,Network and Computer Systems Administrators
664,10,10,Western New York Region,15-1142,Network and Computer Systems Administrators,1520,"$73,780 ","$72,170 ","$47,010 ","$87,170 ",109,0.03,,Network and Computer Systems Administrators
665,1,36,New York State,15-1142,Network and Computer Systems Administrators,24600,"$91,300 ","$86,050 ","$57,820 ","$108,040 ",109,0.03,,Network and Computer Systems Administrators
666,10,1,Capital Region,15-2011,Actuaries,140,"$119,530 ","$105,700 ","$66,000 ","$146,300 ",209,0.21,,Actuaries
667,10,6,Mohawk Valley Region,15-2011,Actuaries,n/a,"$106,010 ","$99,070 ","$61,170 ","$128,430 ",209,0.21,,Actuaries
668,10,7,New York City Region,15-2011,Actuaries,1680,"$144,170 ","$125,020 ","$76,190 ","$178,170 ",209,0.21,,Actuaries
669,10,9,Southern Tier Region,15-2011,Actuaries,n/a,"$163,550 ","$160,870 ","$108,910 ","$190,870 ",209,0.21,,Actuaries
670,10,10,Western New York Region,15-2011,Actuaries,n/a,"$154,250 ","$115,020 ","$69,030 ","$196,860 ",209,0.21,,Actuaries
671,1,36,New York State,15-2011,Actuaries,2410,"$144,360 ","$124,270 ","$75,910 ","$178,580 ",209,0.21,,Actuaries
672,10,1,Capital Region,15-2031,Operations Research Analysts,190,"$65,200 ","$59,380 ","$41,580 ","$77,000 ",117,0.035,,Operations Research Analysts
673,10,2,Central New York Region,15-2031,Operations Research Analysts,150,"$90,490 ","$87,040 ","$61,480 ","$105,000 ",117,0.035,,Operations Research Analysts
674,10,3,Finger Lakes Region,15-2031,Operations Research Analysts,170,"$67,190 ","$63,840 ","$48,870 ","$76,350 ",117,0.035,,Operations Research Analysts
675,10,4,Hudson Valley Region,15-2031,Operations Research Analysts,510,"$135,170 ","$114,640 ","$61,040 ","$172,230 ",117,0.035,,Operations Research Analysts
676,10,5,Long Island Region,15-2031,Operations Research Analysts,220,"$86,490 ","$82,330 ","$60,390 ","$99,540 ",117,0.035,,Operations Research Analysts
677,10,6,Mohawk Valley Region,15-2031,Operations Research Analysts,60,"$76,590 ","$61,740 ","$45,270 ","$92,250 ",117,0.035,,Operations Research Analysts
678,10,7,New York City Region,15-2031,Operations Research Analysts,4010,"$113,080 ","$101,340 ","$59,960 ","$139,640 ",117,0.035,,Operations Research Analysts
679,10,9,Southern Tier Region,15-2031,Operations Research Analysts,n/a,"$69,650 ","$69,770 ","$44,840 ","$82,050 ",117,0.035,,Operations Research Analysts
680,10,10,Western New York Region,15-2031,Operations Research Analysts,320,"$76,770 ","$70,440 ","$52,190 ","$89,060 ",117,0.035,,Operations Research Analysts
681,1,36,New York State,15-2031,Operations Research Analysts,5700,"$107,790 ","$94,900 ","$56,550 ","$133,400 ",117,0.035,,Operations Research Analysts
682,10,1,Capital Region,15-2041,Statisticians,90,"$78,500 ","$82,460 ","$45,000 ","$95,260 ",213,0.22,,Statisticians
683,10,2,Central New York Region,15-2041,Statisticians,n/a,"$73,210 ","$76,910 ","$49,410 ","$85,110 ",213,0.22,,Statisticians
684,10,3,Finger Lakes Region,15-2041,Statisticians,n/a,"$71,890 ","$69,590 ","$44,270 ","$85,700 ",213,0.22,,Statisticians
685,10,4,Hudson Valley Region,15-2041,Statisticians,n/a,"$79,330 ","$83,700 ","$53,360 ","$92,320 ",213,0.22,,Statisticians
686,10,5,Long Island Region,15-2041,Statisticians,n/a,"$104,000 ","$97,470 ","$64,610 ","$123,700 ",213,0.22,,Statisticians
687,10,7,New York City Region,15-2041,Statisticians,690,"$92,560 ","$88,260 ","$63,890 ","$106,900 ",213,0.22,,Statisticians
688,10,9,Southern Tier Region,15-2041,Statisticians,n/a,"$81,100 ","$81,780 ","$57,670 ","$92,820 ",213,0.22,,Statisticians
689,10,10,Western New York Region,15-2041,Statisticians,n/a,"$58,850 ","$58,490 ","$36,550 ","$70,000 ",213,0.22,,Statisticians
690,1,36,New York State,15-2041,Statisticians,1040,"$88,720 ","$85,790 ","$58,370 ","$103,890 ",213,0.22,,Statisticians
691,10,1,Capital Region,17-1011,"Architects, Except Landscape and Naval",350,"$87,080 ","$86,410 ","$61,860 ","$99,680 ",82,0.018,,"Architects, Except Landscape and Naval"
692,10,2,Central New York Region,17-1011,"Architects, Except Landscape and Naval",180,"$90,190 ","$87,220 ","$58,910 ","$105,830 ",82,0.018,,"Architects, Except Landscape and Naval"
693,10,3,Finger Lakes Region,17-1011,"Architects, Except Landscape and Naval",260,"$78,890 ","$73,840 ","$52,900 ","$91,880 ",82,0.018,,"Architects, Except Landscape and Naval"
694,10,6,Mohawk Valley Region,17-1011,"Architects, Except Landscape and Naval",n/a,"$83,800 ","$84,270 ","$52,410 ","$99,500 ",82,0.018,,"Architects, Except Landscape and Naval"
695,10,7,New York City Region,17-1011,"Architects, Except Landscape and Naval",9820,"$93,200 ","$83,840 ","$58,170 ","$110,710 ",82,0.018,,"Architects, Except Landscape and Naval"
696,10,8,North Country Region,17-1011,"Architects, Except Landscape and Naval",60,"$73,040 ","$69,250 ","$57,000 ","$81,060 ",82,0.018,,"Architects, Except Landscape and Naval"
697,10,9,Southern Tier Region,17-1011,"Architects, Except Landscape and Naval",90,"$72,660 ","$69,830 ","$43,540 ","$87,210 ",82,0.018,,"Architects, Except Landscape and Naval"
698,10,10,Western New York Region,17-1011,"Architects, Except Landscape and Naval",390,"$88,060 ","$87,030 ","$58,430 ","$102,870 ",82,0.018,,"Architects, Except Landscape and Naval"
699,1,36,New York State,17-1011,"Architects, Except Landscape and Naval",12550,"$92,830 ","$82,260 ","$56,230 ","$111,130 ",82,0.018,,"Architects, Except Landscape and Naval"
700,10,1,Capital Region,17-1012,Landscape Architects,160,"$54,470 ","$45,150 ","$36,710 ","$63,350 ",133,0.045,0.0,Landscape Architects
701,10,2,Central New York Region,17-1012,Landscape Architects,80,"$63,460 ","$62,260 ","$50,440 ","$69,970 ",133,0.045,0.0,Landscape Architects
702,10,3,Finger Lakes Region,17-1012,Landscape Architects,n/a,"$74,600 ","$69,280 ","$49,750 ","$87,020 ",133,0.045,0.0,Landscape Architects
703,10,4,Hudson Valley Region,17-1012,Landscape Architects,n/a,"$71,320 ","$64,280 ","$54,390 ","$79,780 ",133,0.045,0.0,Landscape Architects
704,10,5,Long Island Region,17-1012,Landscape Architects,200,"$90,880 ","$89,470 ","$63,550 ","$104,540 ",133,0.045,0.0,Landscape Architects
705,10,6,Mohawk Valley Region,17-1012,Landscape Architects,n/a,"$49,870 ","$46,460 ","$44,670 ","$52,470 ",133,0.045,0.0,Landscape Architects
706,10,7,New York City Region,17-1012,Landscape Architects,590,"$76,420 ","$74,970 ","$55,050 ","$87,110 ",133,0.045,0.0,Landscape Architects
707,10,10,Western New York Region,17-1012,Landscape Architects,50,"$85,610 ","$81,770 ","$50,350 ","$103,240 ",133,0.045,0.0,Landscape Architects
708,1,36,New York State,17-1012,Landscape Architects,1470,"$74,750 ","$70,970 ","$50,430 ","$86,910 ",133,0.045,0.0,Landscape Architects
709,10,2,Central New York Region,17-1021,Cartographers and Photogrammetrists,n/a,"$74,050 ","$66,680 ","$57,910 ","$82,110 ",515,0.88,,Cartographers and Photogrammetrists
710,10,4,Hudson Valley Region,17-1021,Cartographers and Photogrammetrists,n/a,"$70,730 ","$66,360 ","$44,680 ","$83,760 ",515,0.88,,Cartographers and Photogrammetrists
711,10,7,New York City Region,17-1021,Cartographers and Photogrammetrists,n/a,"$85,330 ","$76,620 ","$66,300 ","$94,840 ",515,0.88,,Cartographers and Photogrammetrists
